Date,MPC Target,Processed,Submitted,codes,Observability,"approx. transit time (@TMO, LOCAL)",RA,Dec,"RA Vel (""/min)","Dec Vel (""/min)",Vmag,~Error (arcsec),Error Color,Sky Brightness,SNR,Vel_Est,FWHM,Sky Mag,start,end
0919-0920,C9HKN52_2,,1,"1,",10:00 - 17:30,2023-09-19 13:20:00,5:28:38,11:06:49,1.68,-0.6,20.7,"(23.76, 9.34)",GREEN,,,,,,2023-09-19,2023-09-20
0919-0920,P21K19Z_1,_1 rec fail,-1,"-2,",07:20 - 13:30,2023-09-19 9:40:00,1:40:45,-22:49:54,-1.44,-3.3,20.1,"(199.8, 258.5)",ORANGE,,,,,,2023-09-19,2023-09-20
0919-0920,P21K19Z_2,_1 rec fail,-1,"-2,",07:20 - 13:30,2023-09-19 9:40:00,1:40:45,-22:49:54,-1.44,-3.3,20.1,"(199.8, 258.5)",ORANGE,,,,,,2023-09-19,2023-09-20
0918-0919,GG0415_1,_1 rec fail,-1,"-2,-5",05:30 - 11:20,2023-09-19 7:40:00,23:43:02,-27:15:45,-1.14,-0.48,19.4,"(81.6, 65.77)",ORANGE,,,,,,2023-09-18,2023-09-19
0918-0919,GG0415_2,_1 rec fail,-1,"-3,",05:30 - 11:20,2023-09-19 7:40:00,23:43:02,-27:15:45,-1.14,-0.48,19.4,"(81.6, 65.77)",ORANGE,,,,,,2023-09-18,2023-09-19
0918-0919,GG0410_1,,-1,"-3,",05:30 - 11:10,2023-09-19 7:40:00,23:41:30,-27:55:21,-1.92,-1.98,19.6,"(78.8, 81.71)",ORANGE,,,,,,2023-09-18,2023-09-19
0918-0919,GG0410_2,,-1,"-3,",05:30 - 11:10,2023-09-19 7:40:00,23:41:30,-27:55:21,-1.92,-1.98,19.6,"(78.8, 81.71)",ORANGE,,,,,,2023-09-18,2023-09-19
0918-0919,GG0412_1,"_1 rec fail, _2 rec fail",-1,"-2,",05:30 - 11:30,2023-09-19 7:50:00,23:46:05,-27:26:59,2.1,-0.96,19.8,"(109.11, 73.73)",ORANGE,,,,,,2023-09-18,2023-09-19
0918-0919,GG0412_2,"_1 rec fail, _2 rec fail",-1,"-2,",05:30 - 11:30,2023-09-19 7:50:00,23:46:05,-27:26:59,2.1,-0.96,19.8,"(109.11, 73.73)",ORANGE,,,,,,2023-09-18,2023-09-19
0918-0919,C9HF5U2_1,,1,"1,",06:20 - 13:50,2023-09-18 9:50:00,1:48:23,13:28:30,-2.46,2.58,21.4,"(154.48, 99.19)",ORANGE,,,,,,2023-09-18,2023-09-19
0918-0919,C9HF5U2_2,,1,"1,",06:20 - 13:50,2023-09-18 9:50:00,1:48:23,13:28:30,-2.46,2.58,21.4,"(154.48, 99.19)",ORANGE,,,,,,2023-09-18,2023-09-19
0918-0919,P21JVzM_1,_1 rec fail,-1,"-3,-5",06:50 - 14:20,2023-09-18 10:20:00,2:17:27,1:27:23,-3.3,7.2,20.7,"(1.23, 1.61)",GREEN,,,,,,2023-09-18,2023-09-19
0918-0919,P21JVzM_2,_1 rec fail,-1,"-3,",06:50 - 14:20,2023-09-18 10:20:00,2:17:27,1:27:23,-3.3,7.2,20.7,"(1.23, 1.61)",GREEN,,,,,,2023-09-18,2023-09-19
0918-0919,C9HD3C2_1,,-1,"-2,",07:30 - 13:40,2023-09-18 9:40:00,1:42:36,-0:06:27,-3.42,-20.4,20.5,"(115.59, 292.97)",ORANGE,,,,,,2023-09-18,2023-09-19
0918-0919,C9HD3C2_2,,-1,"-2,",07:30 - 13:40,2023-09-18 9:40:00,1:42:36,-0:06:27,-3.42,-20.4,20.5,"(115.59, 292.97)",ORANGE,,,,,,2023-09-18,2023-09-19
0918-0919,P11JPhl_1,,1,"1,",07:40 - 14:10,2023-09-18 10:00:00,1:59:05,-13:37:11,7.8,-1.02,21.1,"(4.53, 0.6)",GREEN,,,,,,2023-09-18,2023-09-19
0918-0919,P11JPhl_2,,1,"1,",07:40 - 14:10,2023-09-18 10:00:00,1:59:05,-13:37:11,7.8,-1.02,21.1,"(4.53, 0.6)",GREEN,,,,,,2023-09-18,2023-09-19
0918-0919,C9HGVZ2_1,,-1,"-3,",07:50 - 15:30,2023-09-18 11:10:00,3:11:16,2:36:26,15,-20.4,20,"(0.46, 0.48)",ORANGE,,,,,,2023-09-18,2023-09-19
0918-0919,C9HGVZ2_2,,-1,"-3,",07:50 - 15:30,2023-09-18 11:10:00,3:11:16,2:36:26,15,-20.4,20,"(0.46, 0.48)",ORANGE,,,,,,2023-09-18,2023-09-19
0918-0919,P21JVzW_1,,-1,"-3,",07:50 - 13:50,2023-09-18 10:00:00,2:03:55,-26:14:12,7.2,-2.22,19.8,"(307.67, 89.95)",GREEN,,,,,,2023-09-18,2023-09-19
0918-0919,P21JVzW_2,,-1,"-3,",07:50 - 13:50,2023-09-18 10:00:00,2:03:55,-26:14:12,7.2,-2.22,19.8,"(307.67, 89.95)",GREEN,,,,,,2023-09-18,2023-09-19
0918-0919,P11JVhZ_1,,1,"1,",07:50 - 14:00,2023-09-18 10:10:00,2:10:49,-23:54:41,0,-1.26,21.4,"(0.12, 0.54)",GREEN,,,,,,2023-09-18,2023-09-19
0918-0919,P11JVhZ_2,,1,"1,",07:50 - 14:00,2023-09-18 10:10:00,2:10:49,-23:54:41,0,-1.26,21.4,"(0.12, 0.54)",GREEN,,,,,,2023-09-18,2023-09-19
0918-0919,P21JVA5_1,,-1,"-2,",09:40 - 16:00,2023-09-18 12:00:00,3:59:10,-17:45:25,0.84,-1.08,21.4,"(60.91, 23.78)",GREEN,,,,,,2023-09-18,2023-09-19
0918-0919,P21JVA5_2,,-1,"-2,",09:40 - 16:00,2023-09-18 12:00:00,3:59:10,-17:45:25,0.84,-1.08,21.4,"(60.91, 23.78)",GREEN,,,,,,2023-09-18,2023-09-19
0918-0919,C9HKN52_1,,1,"1,",10:00 - 17:30,2023-09-18 13:30:00,5:25:51,11:21:35,1.68,-0.6,20.6,"(28.68, 21.94)",GREEN,,,,,,2023-09-18,2023-09-19
0918-0919,C9HKN52_2,,1,"1,",10:00 - 17:30,2023-09-18 13:30:00,5:25:51,11:21:35,1.68,-0.6,20.6,"(28.68, 21.94)",GREEN,,,,,,2023-09-18,2023-09-19
0918-0919,C9H1TZ2_1,,1,"1,",10:30 - 18:00,2023-09-18 13:50:00,5:54:30,21:32:48,4.56,7.2,20.4,"(2.37, 4.51)",GREEN,,,,,,2023-09-18,2023-09-19
0918-0919,C9H1TZ2_2,,1,"1,",10:30 - 18:00,2023-09-18 13:50:00,5:54:30,21:32:48,4.56,7.2,20.4,"(2.37, 4.51)",GREEN,,,,,,2023-09-18,2023-09-19
0918-0919,P11JI5k_1,,-1,"-8,",11:40 - 19:10,2023-09-18 15:10:00,7:06:45,31:57:05,1.5,-0.9,21.4,"(53.74, 38.69)",GREEN,,,,,,2023-09-18,2023-09-19
0918-0919,P11JI5k_2,,-1,"-8,",11:40 - 19:10,2023-09-18 15:10:00,7:06:45,31:57:05,1.5,-0.9,21.4,"(53.74, 38.69)",GREEN,,,,,,2023-09-18,2023-09-19
0917-0918,A10WOnV_1,,-1,"-2,",02:10 - 08:40,2023-09-18 4:30:00,20:28:12,47:38:07,16.2,-84.6,16.1,"(1.36, 8.66)",RED,,,,,,2023-09-17,2023-09-18
0917-0918,A10WOnV_2,,-1,"-2,",02:10 - 08:40,2023-09-18 4:30:00,20:28:12,47:38:07,16.2,-84.6,16.1,"(1.36, 8.66)",RED,,,,,,2023-09-17,2023-09-18
0917-0918,C3T2PF1_1,,-1,"-2,",02:00 - 09:30,2023-09-18 5:20:00,21:19:38,17:31:54,-1.2,0.18,19,"(48.83, 60.94)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,C3T2PF1_2,,-1,"-2,",02:00 - 09:30,2023-09-18 5:20:00,21:19:38,17:31:54,-1.2,0.18,19,"(48.83, 60.94)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,C0J2RF5_1,,1,"1,",02:00 - 05:20,2023-09-18 1:20:00,17:10:54,38:04:54,-4.32,-8.4,21.2,"(0.86, 1.58)",ORANGE,,,,,,2023-09-17,2023-09-18
0917-0918,C0J2RF5_2,,1,"1,",02:00 - 05:20,2023-09-18 1:20:00,17:10:54,38:04:54,-4.32,-8.4,21.2,"(0.86, 1.58)",ORANGE,,,,,,2023-09-17,2023-09-18
0917-0918,P11Jtf2_1,_2 not enough ref stars,1,"2,",03:50 - 09:40,2023-09-18 6:10:00,22:01:57,-30:13:12,0.48,2.22,20.9,"(2.36, 14.43)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,P11Jtf2_2,_2 not enough ref stars,-1,"-3,",03:50 - 09:40,2023-09-18 6:10:00,22:01:57,-30:13:12,0.48,2.22,20.9,"(2.36, 14.43)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,or02259_1,_2 not enough ref stars,-1,"-2,",04:40 - 12:10,2023-09-17 8:10:00,0:04:54,10:32:51,-4.26,4.26,20.1,"(10.97, 9.47)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,or02259_2,_2 not enough ref stars,-1,"-3,",04:40 - 12:10,2023-09-17 8:10:00,0:04:54,10:32:51,-4.26,4.26,20.1,"(10.97, 9.47)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,P21JI5i_1,_1 skipped,0,"0,",04:50 - 12:30,2023-09-17 8:20:00,0:15:01,9:36:12,2.7,-0.06,20.6,"(318.26, 25.42)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,P21JI5i_2,_1 skipped,-1,"-2,",04:50 - 12:30,2023-09-17 8:20:00,0:15:01,9:36:12,2.7,-0.06,20.6,"(318.26, 25.42)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,C9GUYZ2_1,_1 has sattelite,-1,"-5,-11",05:20 - 12:40,2023-09-17 8:50:00,0:50:30,31:05:04,-25.2,33,19.9,"(0.99, 1.4)",ORANGE,,,,,,2023-09-17,2023-09-18
0917-0918,C9GUYZ2_2,_1 has sattelite,-1,"-5,",05:20 - 12:40,2023-09-17 8:50:00,0:50:30,31:05:04,-25.2,33,19.9,"(0.99, 1.4)",ORANGE,,,,,,2023-09-17,2023-09-18
0917-0918,P11JOvk_1,,-1,-8,05:30 - 13:00,2023-09-17 9:00:00,0:55:27,0:12:03,1.44,-0.54,20.5,"(0.2, 0.08)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,P11JOvk_2,,1,"2,",05:30 - 13:00,2023-09-17 9:00:00,0:55:27,0:12:03,1.44,-0.54,20.5,"(0.2, 0.08)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,P11Juru_1,,-1,"-2,",05:10 - 11:30,2023-09-18 7:30:00,23:23:17,-10:21:22,-1.74,1.38,21.1,"(265.24, 191.81)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,P11Juru_2,,-1,"-2,",05:10 - 11:30,2023-09-18 7:30:00,23:23:17,-10:21:22,-1.74,1.38,21.1,"(265.24, 191.81)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,A10WMDK_1,,1,"2,",06:30 - 12:50,2023-09-17 8:40:00,0:39:57,-9:36:07,9.6,0.84,20,"(0.35, 0.14)",ORANGE,,,,,,2023-09-17,2023-09-18
0917-0918,A10WMDK_2,,0,0,06:30 - 12:50,2023-09-17 8:40:00,0:39:57,-9:36:07,9.6,0.84,20,"(0.35, 0.14)",ORANGE,,,,,,2023-09-17,2023-09-18
0917-0918,P21JNc6_1,,-1,"-2,",05:00 - 12:30,2023-09-17 8:30:00,0:23:29,6:31:31,0.54,-5.64,21.4,"(13.74, 38.21)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,P21JNc6_2,,-1,"-2,",05:00 - 12:30,2023-09-17 8:30:00,0:23:29,6:31:31,0.54,-5.64,21.4,"(13.74, 38.21)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,C9GWYF2_1,,1,"1,",07:10 - 14:40,2023-09-17 10:30:00,2:27:28,19:35:16,0.54,0.78,20.6,"(5.54, 6.74)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,C9GWYF2_2,,1,"1,",07:10 - 14:40,2023-09-17 10:30:00,2:27:28,19:35:16,0.54,0.78,20.6,"(5.54, 6.74)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,P11JPhl_1,,1,"1,",07:40 - 14:00,2023-09-17 9:50:00,1:46:07,-13:10:20,7.2,-1.08,21.2,"(49.27, 8.13)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,P11JPhl_2,,1,"1,",07:40 - 14:00,2023-09-17 9:50:00,1:46:07,-13:10:20,7.2,-1.08,21.2,"(49.27, 8.13)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,C3RP361_1,,-1,"-2,",08:20 - 16:00,2023-09-17 11:30:00,3:30:13,9:26:37,33,9,20.4,"(219.85, 66.08)",BLACK,,,,,,2023-09-17,2023-09-18
0917-0918,C3RP361_2,,-1,"-2,",08:20 - 16:00,2023-09-17 11:30:00,3:30:13,9:26:37,33,9,20.4,"(219.85, 66.08)",BLACK,,,,,,2023-09-17,2023-09-18
0917-0918,C9GX462_1,_1 rec fail,-1,"-8,",07:50 - 15:20,2023-09-17 11:20:00,3:12:55,18:51:19,3.54,0.96,21.3,"(0.88, 0.71)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,C9GX462_2,_1 rec fail,-1,"-8,",07:50 - 15:20,2023-09-17 11:20:00,3:12:55,18:51:19,3.54,0.96,21.3,"(0.88, 0.71)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,C9H1TZ2_1,,-1,"-2,",10:30 - 18:00,2023-09-17 13:50:00,5:46:53,18:35:56,4.2,6.6,20.4,"(0.69, 0.71)",GREEN,,,,,,2023-09-17,2023-09-18
0917-0918,C9H1TZ2_2,,-1,"-2,",10:30 - 18:00,2023-09-17 13:50:00,5:46:53,18:35:56,4.2,6.6,20.4,"(0.69, 0.71)",GREEN,,,,,,2023-09-17,2023-09-18
0916-0917,P21JGrU_1,didnt save report,-1,"-7,",03:20 - 09:50,2023-09-17 5:40:00,21:28:26,-1:15:01,19.2,-4.8,19.9,"(1.3, 0.47)",ORANGE,,,,,,2023-09-16,2023-09-17
0916-0917,P21JGrU_2,didnt save report,-1,"-7,",03:20 - 09:50,2023-09-17 5:40:00,21:28:26,-1:15:01,19.2,-4.8,19.9,"(1.3, 0.47)",ORANGE,,,,,,2023-09-16,2023-09-17
0916-0917,C3RU4H1_1,didnt save report,-1,"-7,",03:00 - 10:20,2023-09-17 6:20:00,22:15:46,10:31:18,-9,13.2,19.7,"(41.43, 36.57)",GREEN,,,,,,2023-09-16,2023-09-17
0916-0917,C3RU4H1_2,didnt save report,-1,"-7,",03:00 - 10:20,2023-09-17 6:20:00,22:15:46,10:31:18,-9,13.2,19.7,"(41.43, 36.57)",GREEN,,,,,,2023-09-16,2023-09-17
0916-0917,3JE1421_1,not enough ref stars,-1,"-3,",03:50 - 09:10,2023-09-17 6:00:00,21:55:36,-32:51:12,0.96,2.88,20.5,"(0.46, 1.61)",GREEN,,,,,,2023-09-16,2023-09-17
0916-0917,3JE1421_2,not enough ref stars,-1,"-3,",03:50 - 09:10,2023-09-17 6:00:00,21:55:36,-32:51:12,0.96,2.88,20.5,"(0.46, 1.61)",GREEN,,,,,,2023-09-16,2023-09-17
0916-0917,P11JHdm_1,not enough ref stars,-1,"-3,",04:00 - 10:20,2023-09-17 6:10:00,22:06:54,-3:58:00,2.76,-19.8,20.3,"(1.39, 2.7)",ORANGE,,,,,,2023-09-16,2023-09-17
0916-0917,P11JHdm_2,not enough ref stars,-1,"-3,",04:00 - 10:20,2023-09-17 6:10:00,22:06:54,-3:58:00,2.76,-19.8,20.3,"(1.39, 2.7)",ORANGE,,,,,,2023-09-16,2023-09-17
0916-0917,P11Jtf2_1,not enough ref stars,-1,"-3,",03:50 - 09:30,2023-09-17 6:10:00,22:01:14,-31:06:32,0.42,2.22,20.9,"(1.03, 6.29)",GREEN,,,,,,2023-09-16,2023-09-17
0916-0917,P11Jtf2_2,not enough ref stars,-1,"-3,",03:50 - 09:30,2023-09-17 6:10:00,22:01:14,-31:06:32,0.42,2.22,20.9,"(1.03, 6.29)",GREEN,,,,,,2023-09-16,2023-09-17
0916-0917,C9GF522_1,,1,"1,",04:20 - 11:50,2023-09-17 7:50:00,23:41:01,17:42:49,-2.76,-5.04,21.2,"(62.27, 5.34)",GREEN,,,,,,2023-09-16,2023-09-17
0916-0917,C9GF522_2,,1,"1,",04:20 - 11:50,2023-09-17 7:50:00,23:41:01,17:42:49,-2.76,-5.04,21.2,"(62.27, 5.34)",GREEN,,,,,,2023-09-16,2023-09-17
0916-0917,P21JI5i_1,not in fov,-1,"-2,",04:50 - 12:20,2023-09-16 8:20:00,0:10:50,9:37:10,,0,20.7,"(53.52, 9.69)",GREEN,,,,,,2023-09-16,2023-09-17
0916-0917,P21JI5i_2,not in fov,-1,"-2,",04:50 - 12:20,2023-09-16 8:20:00,0:10:50,9:37:10,,0,20.7,"(53.52, 9.69)",GREEN,,,,,,2023-09-16,2023-09-17
0916-0917,C0J2UX5_1,,1,"1,",05:40 - 13:20,2023-09-16 9:00:00,0:56:03,38:33:30,19.8,-4.86,20.3,"(8.92, 4.16)",ORANGE,,,,,,2023-09-16,2023-09-17
0916-0917,C0J2UX5_2,,1,"1,",05:40 - 13:20,2023-09-16 9:00:00,0:56:03,38:33:30,19.8,-4.86,20.3,"(8.92, 4.16)",ORANGE,,,,,,2023-09-16,2023-09-17
0916-0917,P11Juru_1,failed index array,-1,"-10,",05:20 - 11:40,2023-09-17 7:30:00,23:26:10,-10:55:22,-1.68,1.32,21.1,"(113.77, 91.85)",GREEN,,,,,,2023-09-16,2023-09-17
0916-0917,P11Juru_2,failed index array,-1,"-10,",05:20 - 11:40,2023-09-17 7:30:00,23:26:10,-10:55:22,-1.68,1.32,21.1,"(113.77, 91.85)",GREEN,,,,,,2023-09-16,2023-09-17
0916-0917,3JE2E21_1,not enough ref stars,-1,"-3,",06:00 - 12:00,2023-09-16 8:20:00,0:07:17,-27:20:06,-15,17.4,19.4,"(9.64, 9.58)",ORANGE,,,,,,2023-09-16,2023-09-17
0916-0917,3JE2E21_2,not enough ref stars,-1,"-3,",06:00 - 12:00,2023-09-16 8:20:00,0:07:17,-27:20:06,-15,17.4,19.4,"(9.64, 9.58)",ORANGE,,,,,,2023-09-16,2023-09-17
0916-0917,C9GVW32_1,failed index array,-1,"-10,",06:40 - 14:10,2023-09-16 10:10:00,1:57:57,19:10:54,0.06,10.2,21.4,"(180.83, 269.8)",ORANGE,,,,,,2023-09-16,2023-09-17
0916-0917,C9GVW32_2,failed index array,-1,"-10,",06:40 - 14:10,2023-09-16 10:10:00,1:57:57,19:10:54,0.06,10.2,21.4,"(180.83, 269.8)",ORANGE,,,,,,2023-09-16,2023-09-17
0916-0917,C3RP361_1,failed index array,-1,"-10,",07:20 - 15:10,2023-09-16 10:30:00,2:25:38,4:35:06,49.8,15.6,19.5,"(123.34, 40.21)",BLACK,,,,,,2023-09-16,2023-09-17
0916-0917,C3RP361_2,failed index array,-1,"-10,",07:20 - 15:10,2023-09-16 10:30:00,2:25:38,4:35:06,49.8,15.6,19.5,"(123.34, 40.21)",BLACK,,,,,,2023-09-16,2023-09-17
0916-0917,P21JBJT_1,failed index array,-1,"-10,",07:20 - 14:50,2023-09-16 10:40:00,2:34:20,18:41:55,1.26,0.06,21.3,"(1.32, 0.2)",GREEN,,,,,,2023-09-16,2023-09-17
0916-0917,P21JBJT_2,failed index array,-1,"-10,",07:20 - 14:50,2023-09-16 10:40:00,2:34:20,18:41:55,1.26,0.06,21.3,"(1.32, 0.2)",GREEN,,,,,,2023-09-16,2023-09-17
0916-0917,C9GJF92_1,,1,"1,",08:00 - 15:30,2023-09-16 11:30:00,3:16:45,18:47:26,1.56,-3.06,21.1,"(4.98, 10.35)",GREEN,,,,,,2023-09-16,2023-09-17
0916-0917,C9GJF92_2,,1,"1,",08:00 - 15:30,2023-09-16 11:30:00,3:16:45,18:47:26,1.56,-3.06,21.1,"(4.98, 10.35)",GREEN,,,,,,2023-09-16,2023-09-17
0916-0917,P21J4LU_1,failed index array,-1,"-10,",08:40 - 16:10,2023-09-16 12:00:00,3:56:38,2:41:28,2.46,1.5,20.9,"(304.67, 23.79)",GREEN,,,,,,2023-09-16,2023-09-17
0916-0917,P21J4LU_2,failed index array,-1,"-10,",08:40 - 16:10,2023-09-16 12:00:00,3:56:38,2:41:28,2.46,1.5,20.9,"(304.67, 23.79)",GREEN,,,,,,2023-09-16,2023-09-17
0915-0916,3JE1321_1,,-1,"-3,",03:30 - 08:50,2023-09-16 5:50:00,21:36:31,-34:38:53,6.6,0.3,19.8,"(53.72, 7.99)",GREEN,,,,,,2023-09-15,2023-09-16
0915-0916,3JE1321_2,,-1,"-3,",03:30 - 08:50,2023-09-16 5:50:00,21:36:31,-34:38:53,6.6,0.3,19.8,"(53.72, 7.99)",GREEN,,,,,,2023-09-15,2023-09-16
0915-0916,C9GELG2_1,,1,"1,",03:40 - 11:10,2023-09-16 7:00:00,22:49:10,20:40:54,0.3,-8.4,21.1,"(0.63, 1.09)",GREEN,,,,,,2023-09-15,2023-09-16
0915-0916,C9GELG2_2,,1,"1,",03:40 - 11:10,2023-09-16 7:00:00,22:49:10,20:40:54,0.3,-8.4,21.1,"(0.63, 1.09)",GREEN,,,,,,2023-09-15,2023-09-16
0915-0916,P11Jtf2_1,"_1 rec fail, _1 not in fov, _2 not enough ref stars",-1,"-2,-5",04:00 - 09:30,2023-09-16 6:10:00,22:00:33,-32:00:27,0.42,2.22,20.9,"(0.27, 1.58)",GREEN,,,,,,2023-09-15,2023-09-16
0915-0916,P11Jtf2_2,"_1 rec fail, _1 not in fov, _2 not enough ref stars",-1,"-3,",04:00 - 09:30,2023-09-16 6:10:00,22:00:33,-32:00:27,0.42,2.22,20.9,"(0.27, 1.58)",GREEN,,,,,,2023-09-15,2023-09-16
0915-0916,P21JwBp_1,,1,"1,",04:40 - 12:10,2023-09-16 8:10:00,23:56:59,30:18:08,-2.76,-0.78,21.4,"(10.0, 6.23)",GREEN,,,,,,2023-09-15,2023-09-16
0915-0916,P21JwBp_2,,1,"1,",04:40 - 12:10,2023-09-16 8:10:00,23:56:59,30:18:08,-2.76,-0.78,21.4,"(10.0, 6.23)",GREEN,,,,,,2023-09-15,2023-09-16
0915-0916,gb00619_1,,-1,"-2,",05:10 - 12:30,2023-09-15 8:40:00,0:31:21,23:15:18,-16.8,-2.4,19.7,"(104.92, 56.81)",ORANGE,,,,,,2023-09-15,2023-09-16
0915-0916,gb00619_2,,-1,"-2,",05:10 - 12:30,2023-09-15 8:40:00,0:31:21,23:15:18,-16.8,-2.4,19.7,"(104.92, 56.81)",ORANGE,,,,,,2023-09-15,2023-09-16
0915-0916,P21Ja3Y_1,,1,"1,",05:30 - 13:00,2023-09-15 9:00:00,0:48:12,13:00:53,0,2.7,21.4,"(0.5, 0.51)",GREEN,,,,,,2023-09-15,2023-09-16
0915-0916,P21Ja3Y_2,,1,"1,",05:30 - 13:00,2023-09-15 9:00:00,0:48:12,13:00:53,0,2.7,21.4,"(0.5, 0.51)",GREEN,,,,,,2023-09-15,2023-09-16
0915-0916,gb00621_1,,-1,"-2,",06:00 - 13:20,2023-09-15 9:30:00,1:19:06,26:35:14,-19.2,3.42,18.5,"(345.49, 199.28)",ORANGE,,,,,,2023-09-15,2023-09-16
0915-0916,gb00621_2,,-1,"-2,",06:00 - 13:20,2023-09-15 9:30:00,1:19:06,26:35:14,-19.2,3.42,18.5,"(345.49, 199.28)",ORANGE,,,,,,2023-09-15,2023-09-16
0915-0916,3JE2E21_1,,-1,"-3,",06:20 - 11:50,2023-09-15 8:40:00,0:30:10,-33:34:31,-13.2,12.6,19.9,"(21.94, 20.22)",ORANGE,,,,,,2023-09-15,2023-09-16
0915-0916,3JE2E21_2,,-1,"-3,",06:20 - 11:50,2023-09-15 8:40:00,0:30:10,-33:34:31,-13.2,12.6,19.9,"(21.94, 20.22)",ORANGE,,,,,,2023-09-15,2023-09-16
0915-0916,xkos357_1,_2 not enough ref stars,1,"2,",06:20 - 12:20,2023-09-15 8:40:00,0:24:55,-23:23:36,-4.44,-4.56,20.1,"(1.07, 1.56)",ORANGE,,,,,,2023-09-15,2023-09-16
0915-0916,xkos357_2,_2 not enough ref stars,-1,"-2,",06:20 - 12:20,2023-09-15 8:40:00,0:24:55,-23:23:36,-4.44,-4.56,20.1,"(1.07, 1.56)",ORANGE,,,,,,2023-09-15,2023-09-16
0915-0916,P11JB62_1,_2 ambiguous,1,"2,",06:10 - 12:30,2023-09-15 8:20:00,0:09:09,-18:08:44,-0.72,-8.4,21.4,"(1.52, 21.38)",GREEN,,,,,,2023-09-15,2023-09-16
0915-0916,P11JB62_2,_2 ambiguous,-1,"-8,",06:10 - 12:30,2023-09-15 8:20:00,0:09:09,-18:08:44,-0.72,-8.4,21.4,"(1.52, 21.38)",GREEN,,,,,,2023-09-15,2023-09-16
0915-0916,C3RP361_1,_1 rec fail,-1,"-2,-5",07:10 - 14:00,2023-09-15 9:10:00,0:56:48,-2:40:27,60.6,19.8,18.7,"(17.98, 5.59)",BLACK,,,,,,2023-09-15,2023-09-16
0915-0916,C3RP361_2,_1 rec fail,-1,"-2,",07:10 - 14:00,2023-09-15 9:10:00,0:56:48,-2:40:27,60.6,19.8,18.7,"(17.98, 5.59)",BLACK,,,,,,2023-09-15,2023-09-16
0915-0916,P21JBJT_1,,1,"1,",07:20 - 14:50,2023-09-15 10:40:00,2:32:18,18:40:45,1.2,0.06,21.1,"(12.79, 2.49)",GREEN,,,,,,2023-09-15,2023-09-16
0915-0916,P21JBJT_2,,1,"1,",07:20 - 14:50,2023-09-15 10:40:00,2:32:18,18:40:45,1.2,0.06,21.1,"(12.79, 2.49)",GREEN,,,,,,2023-09-15,2023-09-16
0915-0916,P11JB61_1,,-1,"-3,",06:50 - 13:10,2023-09-15 9:10:00,0:56:50,-17:51:14,2.1,-8.4,20.2,"(3.91, 15.85)",ORANGE,,,,,,2023-09-15,2023-09-16
0915-0916,P11JB61_2,,-1,"-3,",06:50 - 13:10,2023-09-15 9:10:00,0:56:50,-17:51:14,2.1,-8.4,20.2,"(3.91, 15.85)",ORANGE,,,,,,2023-09-15,2023-09-16
0914-0915,P11Jssg_1,,1,"1,",03:00 - 08:40,2023-09-15 5:20:00,21:03:56,-29:27:07,-30.6,-5.28,19.4,"(11.8, 19.07)",ORANGE,,,,,,2023-09-14,2023-09-15
0914-0915,P11Jssg_2,,1,"1,",03:00 - 08:40,2023-09-15 5:20:00,21:03:56,-29:27:07,-30.6,-5.28,19.4,"(11.8, 19.07)",ORANGE,,,,,,2023-09-14,2023-09-15
0914-0915,P11Js2y_1,,-1,"-2,",02:40 - 09:00,2023-09-15 4:50:00,20:36:26,-19:24:54,-0.18,3.42,21,"(26.4, 45.68)",GREEN,,,,,,2023-09-14,2023-09-15
0914-0915,P11Js2y_2,,-1,"-2,",02:40 - 09:00,2023-09-15 4:50:00,20:36:26,-19:24:54,-0.18,3.42,21,"(26.4, 45.68)",GREEN,,,,,,2023-09-14,2023-09-15
0914-0915,ST23I29_1,,1,"1,",04:00 - 11:30,2023-09-15 7:30:00,23:09:54,15:28:35,4.38,4.92,21.3,"(1.57, 0.73)",ORANGE,,,,,,2023-09-14,2023-09-15
0914-0915,ST23I29_2,,1,"1,",04:00 - 11:30,2023-09-15 7:30:00,23:09:54,15:28:35,4.38,4.92,21.3,"(1.57, 0.73)",ORANGE,,,,,,2023-09-14,2023-09-15
